,Maize_Closing Stocks,Maize_Domestic Utilization,Maize_Production,Rice_Closing Stocks,Rice_Domestic Utilization,Rice_Production,Soybean_Closing Stocks,Soybean_Domestic Utilization,Soybean_Production,Wheat_Closing Stocks,Wheat_Domestic Utilization,Wheat_Production,class,Country/Region
0,-0.6864202895683643,-0.399658677858483,0.6419967492927953,-0.7458559227646432,-0.7237973372484984,-0.695611366866758,-0.4535796646757257,1.5972560498391735,2.248597061052002,-0.5516178225252577,-0.46828538835315553,0.23697660967691592,3,Argentina
1,-0.4487738996229053,-0.41641488490546913,-0.4151703074163369,-0.43757270222071587,-0.4238823498402621,-0.4400618571989802,-0.4562413645576983,-0.45126305460116967,-0.4500184771120375,0.6601446431938509,0.32410872112816713,2.9551455331535577,1,Australia
2,-0.6704499256329797,0.9553496763175927,1.3422931663019109,-0.8229183995671298,-0.5601789927876544,-0.5737140531369,-0.5410706722946016,0.6878331894148538,2.1090145260856525,-0.8193355894746823,-0.45786986014776776,-0.6489530650782953,3,Brazil
3,-0.6533856254083032,0.8718856727400981,0.866246961841213,-0.8211372746501329,-0.7802566206332164,-0.8310050187231818,-0.788714686981544,-0.5547081846778151,-0.20369843122222184,0.2065177866716643,0.23471134116608935,2.45354407987735,1,Canada
4,-0.1436568693045923,1.4914912715136273,1.5910384449863437,-0.6410494705527504,0.5615833648322888,0.6359004788214025,-1.3996675856379328,-0.5119814111536425,-1.4240394798329772,-0.799295149762827,0.3291922046908098,0.3104842014002475,2,China
5,-0.7469843262575319,1.4785138043855968,0.3875833481879849,-0.8288041104723529,-0.24151988155263818,-0.3487947097454034,-0.8597138067312852,-0.576071888119906,-0.8851688507092295,-0.0742438782690043,2.282165907117838,0.41303839216592914,1,Egypt
6,-0.5270897155362004,0.5868395415121093,0.4408371306759124,-0.7046107526671194,-0.6515374529063291,-0.675735624061632,-0.6979003354559851,-0.4268401493213744,-0.6891564584839008,-0.49658781912195316,1.7878008763290714,2.053980759037402,1,European Union
7,-0.9658168470380918,-0.5443449185475712,-0.4408017828119269,-0.40646763597530333,1.4359513458482362,1.5665292428725606,-1.0163718506479233,-0.6676234300239519,-0.6838442867971597,-0.5686762037073831,1.1353248003181151,1.1561415665103985,0,India
8,-0.601826611620185,0.5993256996098903,0.5293001633216409,-0.3874627250235029,1.9055163152723404,1.8769344637261158,-0.7697449894542526,-0.5846775006924504,-0.7154394715164265,-0.7161540178050821,-0.3553081420340006,-0.7804631837840867,0,Indonesia
9,-0.5547183182739743,2.486262840337638,-0.8267092356212133,-0.14979950899011463,0.9218038044681807,0.7582002451615706,-0.8164840131645502,-0.14161933102478413,-0.7817182568118956,-0.6222047864879509,0.4371282600223485,-0.7101416996152538,4,Japan
10,-0.5482117541993458,-0.42551299716190255,-0.41607463123594535,-0.5387733882733886,-0.4947276806189218,-0.48214319271764555,-0.5513578761746648,-0.510458290495517,-0.5261889003721123,0.4711317658040288,1.5502516033384657,2.4720653421069496,1,Kazakhstan
11,-0.3654146028183683,2.426829590456772,1.7198317719603637,-0.5858549338664056,-0.5163467213737812,-0.5798970870813236,-0.5838689849380451,-0.21944735658385706,-0.5769181636887826,-0.544150006370831,0.053620621065738734,-0.22838412676148018,2,Mexico
12,-0.7268104671553766,1.8094878205774363,1.7924198644015759,-0.658538642451936,0.7683424938499693,0.08562424681556494,-0.8258046129753652,-0.6209891388650438,-0.6175755476298717,-0.7609463795070966,0.546459063563788,-0.7916687006236449,2,Nigeria
13,-0.7658132693058506,0.7417601828091699,0.6107633732734024,-0.1352523556082573,1.9407140327975514,1.623213291041369,-0.8057783976387967,-0.7924566881944812,-0.8057783976387967,-0.694764152269502,-0.1108292216270125,-0.8057783976387967,0,Philippines
14,-0.2960530252297553,2.291908861620537,-0.8616854136730827,-0.3502917474092525,0.9708085571056421,0.7732246405946168,-0.869433802555868,-0.26505946969861405,-0.8500628303489046,-0.5013853306235659,0.8313375572155067,-0.8733079969972606,4,Republic of Korea
15,-0.5656336747089725,-0.3568872500554099,-0.38565678935061243,-0.5870435644170303,-0.5442237850009148,-0.5442237850009148,-0.5736623833494943,-0.4512245765815392,-0.5101017732786979,0.39981853931375483,1.9333018896533885,2.185537152776443,1,Russian Federation
16,-0.7688510464551176,1.0947520870420628,-0.7413101134477702,-0.35573705134490524,0.2868847188265363,-0.8147526014673635,-0.8147526014673635,-0.8147526014673635,-0.8147526014673635,1.4252432831302326,1.8934391442551404,0.42458938386327394,1,Saudi Arabia
17,-0.10177722230850308,1.833454422017926,2.3320895903063477,-0.609198913386148,-0.4642212873639636,-0.6157888054780654,-0.6048056519915362,-0.5147437934019975,-0.4905808557316335,-0.5103505320073859,0.045397034410986956,-0.299473985066027,2,South Africa
18,-0.607501731011555,-0.013145323391285511,0.006572661695642943,0.2093862225897633,1.1685253543182077,2.6783596409744375,-0.6596135487412944,-0.3793364750056696,-0.656796693728876,-0.5934174559494634,-0.47510954542789313,-0.6779231063220136,0,Thailand
19,-0.5620174930860957,-0.005978909500915866,-0.04323211485277661,-0.6158276785943388,-0.5399415195442523,-0.5661567381251914,-0.610308685208878,-0.4405996386059572,-0.6254859170188953,-0.16327022098654986,2.096757570359665,2.0760613451641867,1,Turkey
20,-0.4031345343816475,0.3680301226798748,1.2394122131480705,-0.7887168629124086,-0.7632378544191863,-0.7734294578164753,-0.7853196617799789,-0.6715134238435868,-0.5050505683545359,-0.28083529361418136,1.2920688307007295,2.0717264905933264,1,Ukraine
21,-0.42619678012536943,1.931266053590902,2.2174853113126187,-0.6761204512547604,-0.6501423918155831,-0.6201110181376688,-0.6361400335363102,-0.24425824327297463,0.14458356131130812,-0.47363898087422185,-0.41901135942942674,-0.147715667768514,2,United States of America
22,-0.5651907558422509,0.06940939106834657,-0.08340792372078622,-0.2852201027934579,1.7189031552808185,2.411830521576581,-0.6211848864520094,-0.5593580339037343,-0.5861885548209104,-0.46953411605057993,-0.40887380789000805,-0.6211848864520094,0,Viet Nam
